,BUSCA,RSLP,SNOW,CHAVESOUNDEX,BUSCABR_SEM_VOGAL,BUSCABR,METAPHONEBR,ROBERTO
2111,LEUSA,[LEUSA],[LEUSA],"[LACI, LACY, LAIZ, LAUCI, LECIO, LECY, LEISE, LESIA, LEUSA, LEZIO, LIZ, LOACY, LUACY, LUCAS, LUCI, LUCIA, LUCIO, LUCY, LUIS, LUISA, LUIZ, LUIZA, LUSIA, LUZIA, LYGIA]","[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES]",[LEUSA],"[CLEUSA, CLEUZA, LEUSA, LILIOSA]","[ELEUZA, LEUSA]"
2112,LEVI,[LEVI],[LEVI],"[LEVI, LEVY, LIVIO, LUBIA]","[ALVES, ALVIM, ELVES, ELVIO, HARVEY, HELVIO, HERVAL, LEVI, LEVY, LIVIO, LORIVAL, LOURIVAL, OLAVIA, OLAVIO, OLAVO, OLIVAL, OLIVIA, OLIVIO, ORIVAL, RIVAIL]","[LEVI, LEVY]","[CLAVIO, HELVIO, LEVI, LEVY, LIVIO]","[LEVI, LEVY]"
2113,LEVINO,[LEVINO],[LEVINO],"[LAVINIA, LEVINO, LIOBANO]","[ALVANIR, ALVIMAR, ALVINA, ALVINO, ELVINA, ELVINIA, LAVINIA, LEVINO, RIVONI]",[LEVINO],"[LAVINIA, LEVINO]","[ALVINO, LEVINO]"
2114,LEVY,[LEVY],[LEVY],"[LEVI, LEVY, LIVIO, LUBIA]","[ALVES, ALVIM, ELVES, ELVIO, HARVEY, HELVIO, HERVAL, LEVI, LEVY, LIVIO, LORIVAL, LOURIVAL, OLAVIA, OLAVIO, OLAVO, OLIVAL, OLIVIA, OLIVIO, ORIVAL, RIVAIL]","[LEVI, LEVY]","[CLAVIO, HELVIO, LEVI, LEVY, LIVIO]","[LEVI, LEVY]"
2115,LEYDSON,[LEYDSON],[LEYDSON],"[LADSON, LEYDSON, LIDISSON]","[ALDECIR, ALDICEU, HUILDSON, LADSON, LAUDECYR, LAUDICÉIA, LEYDSON, LIDISSON]",[LEYDSON],"[CLEDSON, CLEIDSON, HUILDSON, LADSON, LEYDSON, LIDISSON]","[LEYDSON, LIDISSON]"
2116,LEZIO,[LEZIO],[LEZIO],"[LACI, LACY, LAIZ, LAUCI, LECIO, LECY, LEISE, LESIA, LEUSA, LEZIO, LIZ, LOACY, LUACY, LUCAS, LUCI, LUCIA, LUCIO, LUCY, LUIS, LUISA, LUIZ, LUIZA, LUSIA, LUZIA, LYGIA]","[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES]",[LEZIO],"[CLEZIO, CLOYSIO, HELOISA, HELOIZA, LEISE, LESIA, LEZIO, LUISA, LUIZA, LUSIA, LUZIA]","[LECIO, LEZIO]"
2117,LIA,[LIA],[LIA],"[LEA, LÉA, LIA, LYA]","[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...]","[LIA, LYA]","[CLEA, HELIA, HELIO, HÉLIO, HELY, LEA, LÉA, LIA, LYA]","[LEA, LÉA, LIA, LYA, OLAVIA, OLIVIA]"
2118,LIANDRO,[LIANDRO],[LIANDRO],"[LANDRI, LEANDRA, LEANDRO, LIANDRO, LINDAURA]","[ALIMIALI, ALMIRO, ELEONORA, ELMIRO, LANDRI, LEANDRA, LEANDRO, LIANDRO, LIMARIO, LINDAURA, LINDINAURA, LINDONARIA, ORNELIA, RAMIRO, RANIERE, RAYNIERE, ROMARIO, ROMERO, ROMULO, RONDINELE, RONDINELY]",[LIANDRO],"[LANDRI, LEANDRA, LEANDRO, LIANDRO]","[LEANDRO, LIANDRO]"
2119,LIANE,[LIANE],[LIANE],"[LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINEU, LINO, LIONINA, LUAN, LUIANA]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[LIANE],"[HELEANA, HELENA, HELENI, HELENO, HELIANA, LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINO, LUIANA]","[ELIANE, LIANE]"
2120,LIBERALINA,[LIBERALINA],[LIBERALINA],[LIBERALINA],"[ALBERONI, LIBERALINA]",[LIBERALINA],[LIBERALINA],[LIBERALINA]
2121,LICINIO,[LICINIO],[LICINIO],"[LICINIO, LUCIANO, LUCIENE, LUCINEA, LUZIENE]","[ALCIMAR, ALCINA, ALCINEO, ALCINO, ALCIONEU, ALEXINA, ALEXSANDER, ALZENIR, ELCIONIR, ELZIMAR, ERASMO, ERICINA, ILERMINES, ILZENI, IRACEMA, LICINIO, LUCIANO, LUCIENE, LUCIMAR, LUCINDA, LUCINEA, LUZEMIR, LUZIENE, LUZIMAR, ORACINIO, OREZINA, RACINE, ROSAINE, ROSANA, ROSANE, ROSANI, ROSEANA, ROSIMOND, ROZINA]",[LICINIO],"[LICINIO, LUCIANO, LUCIENE, LUCINEA]","[ALCINEO, LICINIO]"
2122,LIDEFONCIO,[LIDEFONCIO],[LIDEFONCIO],[LIDEFONCIO],"[ILDEFONSO, LIDEFONCIO]",[LIDEFONCIO],[LIDEFONCIO],[LIDEFONCIO]
2123,LIDIA,[LIDIA],[LIDIA],"[LAIDE, LEDA, LEIDA, LIDIA, LIDIO, LUIDE]","[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO]",[LIDIA],"[CLÁUDIO, CLEIDE, HELIDA, HILDA, HILDO, LAIDE, LEDA, LEIDA, LIDIA, LIDIO, LUIDE]",[LIDIA]
2124,LIDIANE,[LIDIANE],[LIDIANE],"[LAUDINO, LIDIANE]","[ALDEMAR, ALDEMIR, ALDHEMAR, ALDINEA, ARIADNE, ELIDIMAR, ERDNEI, LAUDINO, LIDIANE, RODINI, RODNEY]",[LIDIANE],[LIDIANE],[LIDIANE]
2125,LIDIO,[LIDIO],[LIDIO],"[LAIDE, LEDA, LEIDA, LIDIA, LIDIO, LUIDE]","[AILDO, ALADIM, ALADIO, ALAIDE, ALAIDES, ALAIDO, ALDA, ALDAIR, ALDECI, ALDIR, ALDO, ALEIDE, ARIDES, ARILDES, ARILDO, AROLDO, ELADIO, ELADIR, ELDA, ELDER, ELIDA, ELIDIO, ELIDO, ELILDE, ELOIDES, ERALDO, ERILDO, EURIDES, EURYDICE, HAROLDO, HELDER, HELIDA, HERALDO, HERILDO, HILDA, HILDO, HILDON, ILDA, ILDEU, ILIDIA, LAIDE, LAURIDES, LEDA, LEDIR, LEIDA, LIDIA, LIDIO, LOURDES, LUIDE, ORALDO, ORIDES, ORILDO, RILDO, RIORDAM, ROLDAO]",[LIDIO],"[CLÁUDIO, CLEIDE, HELIDA, HILDA, HILDO, LAIDE, LEDA, LEIDA, LIDIA, LIDIO, LUIDE]",[LIDIO]
2126,LIDISSON,[LIDISSON],[LIDISSON],"[LADSON, LEYDSON, LIDISSON]","[ALDECIR, ALDICEU, HUILDSON, LADSON, LAUDECYR, LAUDICÉIA, LEYDSON, LIDISSON]",[LIDISSON],"[CLEDSON, CLEIDSON, HUILDSON, LADSON, LEYDSON, LIDISSON]","[LEYDSON, LIDISSON]"
2127,LIELSON,[LIELSON],[LIELSON],[LIELSON],"[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES]",[LIELSON],[LIELSON],[LIELSON]
2128,LILIA,[LILIA],[LILIA],"[LAILA, LEILA, LILIA]","[AELIO, ALAIR, ALAN, ALAOR, ALAYR, ALCI, ALCY, ALEX, ALICE, ALIRIO, ALLAN, ALOIR, ALY, ARACY, ARI, ARIELA, ARIM, ARLECE, ARLELON, ARLEY, ARLI, ARLY, ARON, ARY, AUIRES, AURA, AUREA, AURELIO, AUREO, AURIELES, AURORA, AYRES, ELCI, ELCY, ELI, ELIAS, ELIEL, ELIO, ELIR, ELOA, ELOI, ELOIR, ELOY, ELY, ERELCY, ERILIO, ERLI, ERLICE, ERLY, ERON, EULALIA, EULALIO, EULER, EURA, EURO, HELES, HELIA, HELIO, HÉLIO, HELY, HERIO, HERON, HIELEM, HILARIO, IARA, ILARIO, IRACI, IRACY, IRAN, IRIA, IRIS, IRON, LACI, LACY, LAHYR, LAILA, LAIR, LAIZ, LARRY, LARY, LAUCI, LAURA, LAURECI, LAURO, LAYRO, LEA, LÉA, LECY, LEILA, LEIR, LELES, LIA, LILIA, LIRIA, LIRIO, LIZ, LOACY, LUACY, LUAN, LUCI, ...]","[LILIA, LIRIA]","[CLELIA, LAILA, LEILA, LILIA]",[LILIA]
2129,LILIOSA,[LILIOSA],[LILIOSA],"[LELES, LILIOSA]","[AELSON, AILISON, AILSON, AILZA, ALCEU, ALCIO, ALCIR, ALECIO, ALEIXO, ALICIO, ALISSON, ALLISON, ALOISIO, ALOYSIO, ALUISIO, ALUIZIO, ALUIZO, ARILSON, ARILZA, ARIZIO, AURIZE, AYLSA, ELAISE, ELCIAS, ELCIO, ELEACIR, ELEAZAR, ELEUZA, ELIEZER, ELISA, ELISEU, ELISIO, ELISSON, ELIZA, ELIZEU, ELIZIO, ELOISA, ELOISIO, ELOIZIA, ELOIZIO, ELSA, ELSIR, ELSON, ELUIZA, ELYSIO, ELZA, ELZI, ELZIO, ELZO, ELZU, ELZY, ERASIO, ERICSSON, HELCIO, HELOISA, HELOIZA, HELSON, HORACIO, ILSA, ILSON, ILZA, LAERCIO, LAERSON, LECIO, LEISE, LESIA, LEUSA, LEZIO, LIELSON, LILIOSA, LUCIA, LUCIO, LUISA, LUIZA, LUSIA, LUZIA, OILSON, RAISSA, REILSON, RILZA, ROSA, ROZA, UILSON, UILZA, ULYSSES]",[LILIOSA],"[CLEUSA, CLEUZA, LEUSA, LILIOSA]",[LILIOSA]
2130,LIMARIO,[LIMARIO],[LIMARIO],"[LENOIR, LEOMAR, LEONIR, LEONOR, LIMARIO, LINOMAR]","[ALIMIALI, ALMIRO, ELEONORA, ELMIRO, LANDRI, LEANDRA, LEANDRO, LIANDRO, LIMARIO, LINDAURA, LINDINAURA, LINDONARIA, ORNELIA, RAMIRO, RANIERE, RAYNIERE, ROMARIO, ROMERO, ROMULO, RONDINELE, RONDINELY]",[LIMARIO],[LIMARIO],[LIMARIO]
2131,LINA,"[LINA, LINEU, LINO]","[LINA, LINEA, LINEU, LINO]","[LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINEU, LINO, LIONINA, LUAN, LUIANA]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]","[LINA, LINDA, LINDACY]","[HELEANA, HELENA, HELENI, HELENO, HELIANA, LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINO, LUIANA]","[LEINA, LENI, LINA, LINO]"
2132,LINCOLN,[LINCOLN],[LINCOLN],[LINCOLN],[LINCOLN],[LINCOLN],[LINCOLN],[LINCOLN]
2133,LINDA,[LINDA],[LINDA],"[LENITA, LEONIDIO, LINDA, LUANDA]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]","[LINA, LINDA, LINDACY]","[LEONIDIO, LINDA, LUANDA]",[LINDA]
2134,LINDACY,[LINDACY],[LINDACY],"[LEONIDAS, LINDACY]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]","[LINA, LINDA, LINDACY]","[LEONIDAS, LINDACY]",[LINDACY]
2135,LINDALVA,[LINDALVA],[LINDALVA],"[LINDALVA, LINDOLPHO]",[LINDALVA],[LINDALVA],[LINDALVA],[LINDALVA]
2136,LINDANUZA,[LINDANUZA],[LINDANUZA],[LINDANUZA],"[ALLONSO, ALONCIO, ALONSO, HELENISE, LAURENICIA, LEONCIO, LINDANUZA, LOURENÇO]",[LINDANUZA],[LINDANUZA],[LINDANUZA]
2137,LINDAURA,[LINDAURA],[LINDAURA],"[LANDRI, LEANDRA, LEANDRO, LIANDRO, LINDAURA]","[ALIMIALI, ALMIRO, ELEONORA, ELMIRO, LANDRI, LEANDRA, LEANDRO, LIANDRO, LIMARIO, LINDAURA, LINDINAURA, LINDONARIA, ORNELIA, RAMIRO, RANIERE, RAYNIERE, ROMARIO, ROMERO, ROMULO, RONDINELE, RONDINELY]",[LINDAURA],[LINDAURA],[LINDAURA]
2138,LINDINAURA,[LINDINAURA],[LINDINAURA],"[LINDINAURA, LINDOMAR, LINDONARIA, LINDONOR]","[ALIMIALI, ALMIRO, ELEONORA, ELMIRO, LANDRI, LEANDRA, LEANDRO, LIANDRO, LIMARIO, LINDAURA, LINDINAURA, LINDONARIA, ORNELIA, RAMIRO, RANIERE, RAYNIERE, ROMARIO, ROMERO, ROMULO, RONDINELE, RONDINELY]",[LINDINAURA],[LINDINAURA],[LINDINAURA]
2139,LINDOBERTO,[LINDOBERTO],[LINDOBERTO],[LINDOBERTO],[LINDOBERTO],[LINDOBERTO],[LINDOBERTO],[LINDOBERTO]
2140,LINDOLPHO,[LINDOLPHO],[LINDOLPHO],"[LINDALVA, LINDOLPHO]","[LINDOLPHO, RANDOLFO, RANULFO, RANULPHO]",[LINDOLPHO],[LINDOLPHO],[LINDOLPHO]
2141,LINDOMAR,[LINDOMAR],[LINDOMAR],"[LINDINAURA, LINDOMAR, LINDONARIA, LINDONOR]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]","[LINDOMAR, LINOMAR]",[LINDOMAR],[LINDOMAR]
2142,LINDONARIA,"[LINDONARIA, LINDONOR]",[LINDONARIA],"[LINDINAURA, LINDOMAR, LINDONARIA, LINDONOR]","[ALIMIALI, ALMIRO, ELEONORA, ELMIRO, LANDRI, LEANDRA, LEANDRO, LIANDRO, LIMARIO, LINDAURA, LINDINAURA, LINDONARIA, ORNELIA, RAMIRO, RANIERE, RAYNIERE, ROMARIO, ROMERO, ROMULO, RONDINELE, RONDINELY]",[LINDONARIA],[LINDONARIA],[LINDONARIA]
2143,LINDONOR,"[LINDONARIA, LINDONOR]",[LINDONOR],"[LINDINAURA, LINDOMAR, LINDONARIA, LINDONOR]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[LINDONOR],[LINDONOR],[LINDONOR]
2144,LINEA,[LINEA],"[LINA, LINEA, LINEU, LINO]","[LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINEU, LINO, LIONINA, LUAN, LUIANA]","[AILMA, ALINE, ALMINDO, ALMIR, ARINA, ARINDA, ARLENE, ARLINDA, ARLINDO, AURELINO, AURILENE, AURINO, EIRANDYR, ELAINE, ELANDIO, ELEMIR, ELENA, ELENI, ELENICE, ELENIR, ELENO, ELIANA, ELIANE, ELIEMAR, ELIENE, ELIMAR, ELINA, ELINE, ELIOMAR, ELIONAI, ELMAR, ERENI, ERENICE, ERENY, ERNANDES, ERNANE, ERNANI, EURENICE, HELEANA, HELENA, HELENI, HELENO, HELIANA, HELIOMAR, HELMER, HEROMAR, HILMO, HOLANDINO, HOLENDINO, ILMA, ILMAR, ILMO, IOLANDA, IOLENE, IRANI, IRANY, IRENE, IRENI, IRINEA, IRINEU, IRLANOS, IRNA, LANNA, LAUREANO, LAURENY, LAURINDA, LAURINDO, LEINA, LEMUEL, LENI, LENICE, LENIO, LENIS, LENOIR, LEOMAR, LEONEL, LEONI, LEONIR, LEONOR, LIANE, LINA, LINDA, LINDACY, LINDOMAR, LINDONOR, LINEA, LINEU, LINO, LINOMAR, LIONINA, LORENA, LUANDA, LUIANA, OLEMAR, OLINDA, OLINDINA, OLNEY, ORANEI, ORELINO, ORENI, ...]",[LINEA],"[HELEANA, HELENA, HELENI, HELENO, HELIANA, LANNA, LEINA, LENI, LENIO, LEONI, LIANE, LINA, LINEA, LINO, LUIANA]",[LINEA]
